Sample_Id	Sample_Desc	Processed_Sample	Processed_Sample (With Scientific Name)	Matched_Components	Match_Status(Macro Level)
340_T10	maple syrup	maple syrup	maple syrup	['maple syrup:FOODON_03301848']	Full Term Match
340_T11	Dijon mustard	dijon mustard	dijon mustard	['mustard (dijon):FOODON_03306361']	Full Term Match
340_T13	beer	beer	beer	[]	No Match
340_T15	onion	onion	onion {allium cepa}	['allium species:FOODON_03414302']	Full Term Match
340_T16	butter	butter	butter	['butter:FOODON_03310351']	Full Term Match
340_T18	pork	pork	pork	['pork meat food product:FOODON_00001038']	Full Term Match
341_T16	sausage	sausage	sausage	['sausage food product:FOODON_00001007']	Full Term Match
341_T18	onion	onion	onion {allium cepa}	['allium species:FOODON_03414302']	Full Term Match
341_T19	pepper	pepper	pepper	['sweet yellow bell pepper (whole):FOODON_00003548']	Full Term Match
341_T20	hash browns	hash brown	hash brown	['potato hash brown:FOODON_03310607']	Full Term Match
341_T10	eggs	egg	egg	['egg food product:FOODON_00001274']	Full Term Match
341_T21	cheddar cheese	cheddar cheese	cheddar cheese	['cheddar cheese:FOODON_03302458']	Full Term Match
342_T13	pineapple juice	pineapple juice	pineapple {ananas comosus} juice	['31760 - juice, pineapple (efsa foodex2):FOODON_03543176']	Full Term Match
342_T14	cream of coconut	cream of coconut	cream of coconut	['coconut cream:FOODON_03303088']	Component Match
342_T15	grenadine	grenadine	grenadine	[]	No Match
342_T16	sour mix	sour mixture	sour mixture	['mixture:CHEBI_60004']	Component Match
342_T17	orange liqueur	orange liqueur	orange liqueur	['liqueur:FOODON_03301008', 'orange:PATO_0000953']	Component Match
342_T18	rum	rum	rum	['rum:FOODON_03301614']	Full Term Match
342_T20	rum	rum	rum	['rum:FOODON_03301614']	Full Term Match
343_T20	juice (celery  from about 3 oz celery stalks)	juice celery from ounce stalk	juice celery {apium graveolens dulce group} from about ounce stalk	['celery stalk (whole):FOODON_00003411', 'juice beverage:FOODON_03315552', 'ounce:UO_0010033']	Component Match
343_T21	apple juice from about 10 oz apples	apple juice from ounce	apple {malus domestica} juice from about ounce	['apple juice:FOODON_00001059', 'ounce:UO_0010033']	Component Match
343_T23	lemon juice	lemon juice	lemon juice	['lemon juice:FOODON_03305428']	Full Term Match
343_T24	sugar	sugar	sugar	['sugar:FOODON_03420108']	Full Term Match
343_T25	m		m	[]	No Match
343_T4	apple juice (from about 15 oz apples)	apple juice from ounce	apple {malus domestica} juice from about ounce	['apple juice:FOODON_00001059', 'ounce:UO_0010033']	Component Match
344_T9	eggs	egg	egg	['egg food product:FOODON_00001274']	Full Term Match
344_T10	milk	milk	milk	['milk:UBERON_0001913']	Full Term Match
344_T11	cinnamon	cinnamon	cinnamon {cinnamomum verum}	['cinnamon:FOODON_03301175']	Full Term Match
344_T12	vanilla extract	vanilla extract	vanilla extract	['vanilla:NCBITAXON_51238']	Component Match
344_T13	strawberry	strawberry	strawberry {fragaria x ananassa}	['fragaria x ananassa:NCBITAXON_3747']	Full Term Match
344_T16	cream cheese	cream cheese	cream cheese	['cream cheese:FOODON_03301889']	Full Term Match
344_T18	sandwich bread	sandwich bread	sandwich bread	['bread and similar products (eurofir):FOODON_03400817', 'sandwich:FOODON_03301906']	Component Match
345_T12	sugar	sugar	sugar	['sugar:FOODON_03420108']	Full Term Match
345_T13	milk	milk	milk	['milk:UBERON_0001913']	Full Term Match
345_T1	vanilla	vanilla	vanilla	['vanilla:NCBITAXON_51238']	Full Term Match
345_T6	corn oil	corn oil	corn {zea mays subsp. mays} oil	['corn oil:FOODON_03301474']	Full Term Match
345_T15	squirt of non-stick spray	squirt of non stick spray	squirt of non stick spray	['spray supplement:FOODON_03430168']	Component Match
346_T2	guacamole	guacamole	guacamole	['guacamole:FOODON_03310550']	Full Term Match
346_T3	tomato	tomato	tomato {solanum lycopersicum}	['solanum lycopersicum:NCBITAXON_4081']	Full Term Match
346_T5	feta cheese	feta cheese	feta cheese	['feta cheese:FOODON_03307280']	Full Term Match
346_T9	bread	bread	bread	['bread and similar products (eurofir):FOODON_03400817']	Full Term Match
347_T9	heavy cream	heavy cream	heavy cream	['heavy cream:FOODON_03310795']	Full Term Match
347_T10	cream half-and-half	cream half and	cream half and	['cream food product:FOODON_00001216']	Component Match
347_T11	Frangelico	frangelico	frangelico	[]	No Match
347_T14	raspberry liquor	raspberry liquor	raspberry liquor	['alcoholic beverage (distilled):FOODON_00001817', 'raspberry (whole, raw):FOODON_03307119']	Component Match
348_T9	jamaican jerk seasoning	jamaican jerk seasoning	jamaican jerk seasoning	['jamaican:HANCESTRO_0337', 'seasoning:FOODON_03301189']	Component Match
348_T11	chicken	chicken	chicken {gallus gallus}	['chicken:FOODON_03411457']	Full Term Match
348_T13	chicken	chicken	chicken {gallus gallus}	['chicken:FOODON_03411457']	Full Term Match
348_T14	thighs	thigh	thigh	['hindlimb stylopod:UBERON_0000376']	Full Term Match
348_T16	chicken	chicken	chicken {gallus gallus}	['chicken:FOODON_03411457']	Full Term Match
348_T18	fry mix	fry mixture	fry mixture	['mixture:CHEBI_60004']	Component Match
348_T20	jerk	jerk	jerk	[]	No Match
349_T19	cilantro	cilantro	cilantro	['coriandrum sativum:NCBITAXON_4047']	Full Term Match
349_T21	corn	corn	corn {zea mays subsp. mays}	['zea mays subsp. mays:NCBITAXON_381124']	Full Term Match
349_T24	beans	bean	bean	['bean (whole):FOODON_00002753']	Full Term Match
349_T27	avocado	avocado	avocado {persea americana}	['persea americana:NCBITAXON_3435']	Full Term Match
349_T10	Thick & Chunky Mild Salsa	thick and chunky mild salsa	thick and chunky mild salsa	['salsa:FOODON_03310086']	Component Match
349_T31	peppers	pepper	pepper	['capsicum:NCBITAXON_4071']	Full Term Match
349_T35	Mexican Style Finely Shredded Four Cheese	mexican style finely shredded four cheese	mexican style finely shredded four cheese	['cheese (shredded):FOODON_03307846', 'mexican:HANCESTRO_0415']	Component Match
350_T12	LEMON BUTTER SAUCE	lemon butter sauce	lemon butter sauce	['butter sauce:FOODON_03302627', 'lemon butter:FOODON_03302436']	Component Match
350_T14	butter	butter	butter	['butter:FOODON_03310351']	Full Term Match
350_T15	lemon juice	lemon juice	lemon juice	['lemon juice:FOODON_03305428']	Full Term Match
350_T16	seasoning salt	seasoning salt	seasoning salt	['seasoning salt:FOODON_03306222']	Full Term Match
350_T17	lemons	lemon	lemon	['citrus limon:NCBITAXON_2708']	Full Term Match
350_T22	artichokes	artichoke	artichoke {cynara cardunculus var. scolymus}	['cynara cardunculus var. scolymus:NCBITAXON_59895']	Full Term Match
350_T23	water	water	water	['water:CHEBI_15377']	Full Term Match
351_T13	agave nectar	agave nectar	agave nectar	['agave food product:FOODON_00002423', 'nectar (food product):FOODON_03315553']	Component Match
351_T16	lemon juice	lemon juice	lemon juice	['lemon juice:FOODON_03305428']	Full Term Match
351_T17	triple sec	triple sec	triple sec	['triple sec:FOODON_00002551']	Full Term Match
351_T18	orange-flavored liqueur	orange flavored liqueur	orange flavored liqueur	['food (flavored):FOODON_00002646', 'liqueur:FOODON_03301008', 'orange:PATO_0000953']	Component Match
351_T20	tequila	tequila	tequila	['tequila:FOODON_03304704']	Full Term Match
351_T22	lime juice	lime juice	lime juice	['lime juice:FOODON_03306160']	Full Term Match
351_T25	tangerine juice	tangerine juice	tangerine {citrus reticulata} juice	['tangerine juice:FOODON_03305751']	Full Term Match
351_T26	juice clementine	juice clementine	juice clementine	['citrus clementina:NCBITAXON_85681', 'juice beverage:FOODON_03315552']	Component Match
352_T7	cream of coconut	cream of coconut	cream of coconut	['coconut cream:FOODON_03303088']	Component Match
352_T9	pineapple juice	pineapple juice	pineapple {ananas comosus} juice	['31760 - juice, pineapple (efsa foodex2):FOODON_03543176']	Full Term Match
353_T10	cranberry sauce	cranberry sauce	cranberry sauce	['cranberry sauce:FOODON_03301244']	Full Term Match
353_T11	turkey	turkey	turkey {meleagris gallopavo}	['turkey:GAZ_00000558']	Full Term Match
353_T14	whole wheat wraps	whole wheat wrap	whole wheat {triticum aestivum} wrap	['flatbread wrap:FOODON_00002941', 'whole wheat food product:FOODON_03307448']	Component Match
353_T16	cheese	cheese	cheese	['cheese food product:FOODON_00001013']	Full Term Match
353_T21	sage	sage	sage	['sage leaf (whole):FOODON_03301560']	Full Term Match
354_T12	kosher salt	kosher salt	kosher salt	['salt:CHEBI_24866']	Component Match
354_T16	egg	egg	egg	['egg food product:FOODON_00001274']	Full Term Match
354_T19	chocolate	chocolate	chocolate	['chocolate:FOODON_03307240']	Full Term Match
354_T22	chocolate	chocolate	chocolate	['chocolate:FOODON_03307240']	Full Term Match
354_T23	pure vanilla extract	pure vanilla extract	pure vanilla extract	['vanilla:NCBITAXON_51238']	Component Match
354_T25	coconut	coconut	coconut	['cocos nucifera:NCBITAXON_13894']	Full Term Match
354_T27	milk	milk	milk	['milk:UBERON_0001913']	Full Term Match
355_T8	cheddar cheese	cheddar cheese	cheddar cheese	['cheddar cheese:FOODON_03302458']	Full Term Match
355_T10	flour tortillas	flour tortilla	flour tortilla	['tortilla flour:FOODON_03307944']	Full Term Match
355_T13	chunky salsa	chunky salsa	chunky salsa	['salsa:FOODON_03310086']	Component Match
355_T16	chicken	chicken	chicken {gallus gallus}	['chicken:FOODON_03411457']	Full Term Match
356_T11	cinnamon	cinnamon	cinnamon {cinnamomum verum}	['cinnamon:FOODON_03301175']	Full Term Match
356_T13	sugar	sugar	sugar	['sugar:FOODON_03420108']	Full Term Match
356_T14	Granny Smith apples	granny smith apple	granny smith apple {malus domestica}	['granny smith apple (whole):FOODON_00002853']	Full Term Match
356_T18	egg	egg	egg	['egg food product:FOODON_00001274']	Full Term Match
356_T20	puff pastry sheets	puff pastry sheet	puff pastry sheet	['02910 - pastry based on laminated dough (efsa foodex2):FOODON_03540291']	Component Match
357_T7	tiger prawn	tiger prawn	tiger prawn {penaeus monodon}	['penaeus monodon:NCBITAXON_6687']	Full Term Match
357_T8	butter	butter	butter	['butter:FOODON_03310351']	Full Term Match
357_T9	cilantro leaves	cilantro leaves	cilantro leaves	['coriandrum sativum:NCBITAXON_4047']	Component Match
357_T10	ime wedges	ime wedge	ime wedge	[]	No Match
357_T14	jumbo shrimp	jumbo shrimp	jumbo shrimp	['shrimp:FOODON_03411237']	Component Match
358_T11	chicken	chicken	chicken {gallus gallus}	['chicken:FOODON_03411457']	Full Term Match
358_T14	ranch dressing mix	ranch dressing mixture	ranch dressing mixture	['dressing:FOODON_03315498', 'mixture:CHEBI_60004']	Component Match
358_T17	mushroom	mushroom	mushroom	['mushroom fruitbody (raw):FOODON_03301303']	Full Term Match
358_T19	breadcrumb	breadcrumb	breadcrumb	[]	No Match
359_T11	flour	flour	flour	['flour food product:FOODON_00001056']	Full Term Match
359_T14	sultanas	sultana	sultana	['sultana grape plant:FOODON_03411072']	Full Term Match
359_T15	egg	egg	egg	['egg food product:FOODON_00001274']	Full Term Match
359_T16	baking powder	baking powder	baking powder	['baking powder:FOODON_03301940']	Full Term Match
359_T17	vanilla essence	vanilla essence	vanilla essence	['vanilla:NCBITAXON_51238']	Component Match
359_T18	sugar	sugar	sugar	['sugar:FOODON_03420108']	Full Term Match
359_T19	butter	butter	butter	['butter:FOODON_03310351']	Full Term Match
360_T11	pizza dough	pizza dough	pizza dough	['dough:FOODON_03311552', 'pizza:FOODON_00003928']	Component Match
360_T12	turkey	turkey	turkey {meleagris gallopavo}	['turkey:GAZ_00000558']	Full Term Match
360_T16	provolone cheese	provolone cheese	provolone cheese	['provolone cheese:FOODON_03302916']	Full Term Match
360_T17	pesto sauce	pesto sauce	pesto sauce	['pesto sauce:FOODON_03310218']	Full Term Match
361_T11	eggs	egg	egg	['egg food product:FOODON_00001274']	Full Term Match
361_T14	barbecue sauce	barbecue sauce	barbecue sauce	['sauce:FOODON_03311146']	Component Match
361_T15	water	water	water	['water:CHEBI_15377']	Full Term Match
361_T18	beef	beef	beef	['19160 - cow, ox or bull fresh meat (efsa foodex2):FOODON_03541916']	Full Term Match
361_T20	chicken flavor stuffing mix	chicken flavor stuffing mixture	chicken {gallus gallus} flavor stuffing mixture	['chicken mixture:FOODON_00003849', 'food filling product:FOODON_00001868']	Component Match
362_T12	onions	onion	onion {allium cepa}	['allium species:FOODON_03414302']	Full Term Match
362_T14	salsa	salsa	salsa	['salsa:FOODON_03310086']	Full Term Match
362_T17	beef	beef	beef	['19160 - cow, ox or bull fresh meat (efsa foodex2):FOODON_03541916']	Full Term Match
362_T18	dough	dough	dough	['dough:FOODON_03311552']	Full Term Match
362_T21	cheddar cheese	cheddar cheese	cheddar cheese	['cheddar cheese:FOODON_03302458']	Full Term Match
363_T6	butter	butter	butter	['butter:FOODON_03310351']	Full Term Match
363_T8	parmesan cheese	parmesan cheese	parmesan cheese	['parmesan cheese:FOODON_00003247']	Full Term Match
363_T9	salt	salt	salt	['salt:CHEBI_24866']	Full Term Match
363_T10	pepper	pepper	pepper	['sweet yellow bell pepper (whole):FOODON_00003548']	Full Term Match
363_T17	corn	corn	corn {zea mays subsp. mays}	['zea mays subsp. mays:NCBITAXON_381124']	Full Term Match
364_T13	soy sauce	soy sauce	soy sauce	['soy sauce:FOODON_03301115']	Full Term Match
364_T15	sugar	sugar	sugar	['sugar:FOODON_03420108']	Full Term Match
364_T16	peanut butter	peanut butter	peanut {arachis hypogaea} butter	['peanut butter:FOODON_03306867']	Full Term Match
364_T18	rice wine vinegar	rice wine vinegar	rice {oryza sativa} wine vinegar	['rice wine vinegar:FOODON_03307370']	Full Term Match
364_T19	garlic powder	garlic powder	garlic {allium sativum} powder	['garlic powder:FOODON_03301844']	Full Term Match
364_T21	ginger	ginger	ginger {zingiber officinale}	['zingiber officinale:NCBITAXON_94328']	Full Term Match
364_T22	cayenne pepper	cayenne pepper	cayenne pepper	['14050 - peppers, dried (efsa foodex2):FOODON_03541405']	Full Term Match
365_T14	cream of mushroom soup	cream of mushroom soup	cream of mushroom soup	['cream of mushroom soup:FOODON_03305128']	Full Term Match
365_T16	beef roast	beef roast	beef roast	['roast beef:FOODON_00002734']	Full Term Match
365_T17	French onion soup	french onion soup	french onion {allium cepa} soup	['french:HANCESTRO_0363', 'onion soup:FOODON_03304821']	Component Match
365_T18	wine	wine	wine	[]	No Match
365_T22	mushrooms	mushroom	mushroom	['mushroom fruitbody (raw):FOODON_03301303']	Full Term Match
366_T15	cream cheese	cream cheese	cream cheese	['cream cheese:FOODON_03301889']	Full Term Match
366_T17	baking potatoes	baking potato	baking potato {solanum tuberosum}	['solanum tuberosum:NCBITAXON_4113']	Component Match
366_T18	sour cream	sour cream	sour cream	['sour cream:FOODON_03302515']	Full Term Match
366_T19	butter	butter	butter	['butter:FOODON_03310351']	Full Term Match
366_T20	margarine	margarine	margarine	['margarine:FOODON_03301672']	Full Term Match
366_T22	milk	milk	milk	['milk:UBERON_0001913']	Full Term Match
366_T23	onion salt	onion salt	onion {allium cepa} salt	['onion salt:FOODON_03304740']	Full Term Match
367_T12	gelatine	gelatine	gelatine	[]	No Match
367_T14	water	water	water	['water:CHEBI_15377']	Full Term Match
367_T16	chocolate	chocolate	chocolate	['chocolate:FOODON_03307240']	Full Term Match
367_T17	syrup	syrup	syrup	['syrup:FOODON_03303225']	Full Term Match
367_T18	sugar	sugar	sugar	['sugar:FOODON_03420108']	Full Term Match
367_T21	syrup	syrup	syrup	['syrup:FOODON_03303225']	Full Term Match
367_T22	milk	milk	milk	['milk:UBERON_0001913']	Full Term Match
368_T7	egg	egg	egg	['egg food product:FOODON_00001274']	Full Term Match
368_T11	almonds	almond	almond {prunus dulcis}	['prunus dulcis:NCBITAXON_3755']	Full Term Match
368_T12	cocoa powder	cocoa powder	cocoa powder	['cocoa:FOODON_03301072']	Full Term Match
368_T15	caster sugar	caster sugar	caster sugar	['sugar:FOODON_03420108']	Component Match
368_T16	Nutella	nutella	nutella	['30440 - chocolate spread (efsa foodex2):FOODON_03543044']	Full Term Match
368_T20	sugar	sugar	sugar	['sugar:FOODON_03420108']	Full Term Match
369_T10	butter	butter	butter	['butter:FOODON_03310351']	Full Term Match
369_T12	baking potatoes	baking potato	baking potato {solanum tuberosum}	['solanum tuberosum:NCBITAXON_4113']	Component Match
369_T14	parsley	parsley	parsley	['petroselinum crispum:NCBITAXON_4043']	Full Term Match
369_T16	thyme	thyme	thyme {thymus vulgaris}	['thymus vulgaris:NCBITAXON_49992']	Full Term Match
369_T17	cheddar cheese	cheddar cheese	cheddar cheese	['cheddar cheese:FOODON_03302458']	Full Term Match
369_T19	parmesan cheese	parmesan cheese	parmesan cheese	['parmesan cheese:FOODON_00003247']	Full Term Match
369_T21	salt	salt	salt	['salt:CHEBI_24866']	Full Term Match
370_T12	soy sauce	soy sauce	soy sauce	['soy sauce:FOODON_03301115']	Full Term Match
370_T13	balsamic vinegar	balsamic vinegar	balsamic vinegar	['vinegar:FOODON_03301705']	Component Match
370_T14	water	water	water	['water:CHEBI_15377']	Full Term Match
370_T15	chicken	chicken	chicken {gallus gallus}	['chicken:FOODON_03411457']	Full Term Match
370_T18	sugar	sugar	sugar	['sugar:FOODON_03420108']	Full Term Match
370_T19	garlic	garlic	garlic {allium sativum}	['allium sativum:NCBITAXON_4682']	Full Term Match
370_T23	chili pepper	chili pepper	chili pepper	['chili pepper:FOODON_03315873']	Full Term Match
371_T4	confectioners' sugar	confectioner sugar	confectioner sugar	['sugar:FOODON_03420108']	Component Match
371_T7	grapes	grape	grape	['grape (whole, raw):FOODON_03301123']	Full Term Match
372_T8	sugar	sugar	sugar	['sugar:FOODON_03420108']	Full Term Match
372_T9	plain rice milk	plain rice milk	plain rice {oryza sativa} milk	['milk:UBERON_0001913', 'oryza sativa:NCBITAXON_4530', 'plain:ENVO_00000086']	Component Match
372_T13	coffee	coffee	coffee	['coffea arabica:NCBITAXON_13443']	Full Term Match
373_T14	butter	butter	butter	['butter:FOODON_03310351']	Full Term Match
